2025-08-05 09:43:40 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 10:05:47 | INFO     | src.components.game:submit_round:190 | Round 1 completed for kzks2 - Score: 3.00
2025-08-05 10:06:31 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: player_score_added, Data: {'username': 'kzks2', 'final_score': 3.0, 'rounds_played': 1}
2025-08-05 10:06:31 | INFO     | src.database.leaderboard_db:add_player_score:116 | Added score for player: kzks2 (Score: 3.00)
2025-08-05 10:06:31 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks2, Action: session_ended, Details: Final score: 3.00, Rounds: 1
2025-08-05 10:06:31 | INFO     | src.components.session_manager:end_session:115 | Ended session for kzks2 - Final score: 3.00
2025-08-05 10:06:31 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: game_ended, Data: {'username': 'kzks2', 'final_score': 3.0, 'rank': 1}
2025-08-05 10:06:37 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks3, Action: session_started, Details: 
2025-08-05 10:06:37 | INFO     | src.components.session_manager:start_new_session:67 | Started new session for player: kzks3
2025-08-05 10:06:37 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks3, Action: prompt_selected, Details: ID: unclear_code, Category: Programming
2025-08-05 10:06:42 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks3, Action: round_submitted, Details: Round 1
2025-08-05 10:06:42 | INFO     | src.components.game:submit_round:153 | Generating improved response for kzks3
2025-08-05 10:06:43 | INFO     | src.components.game:submit_round:157 | Evaluating prompt improvement for kzks3
2025-08-05 10:06:43 | INFO     | src.evaluators.ragas_wrapper:evaluate_prompt_improvement:187 | Starting prompt evaluation
2025-08-05 10:06:46 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: prompt_evaluated, Data: {'total_score': 3.0, 'breakdown': {'prompt_quality': 1.0, 'costar_usage': 2.0, 'creativity': 0.0, 'total': 3.0}}
2025-08-05 10:06:46 | INFO     | src.evaluators.ragas_wrapper:evaluate_prompt_improvement:244 | Evaluation completed - Total score: 3.00/10
2025-08-05 10:06:46 | INFO     | src.utils.logger:log_score_event:120 | Score event - Username: kzks3, Round: 1, Score: 3.00
2025-08-05 10:06:46 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: round_completed, Data: {'username': 'kzks3', 'round': 1, 'score': 3.0, 'category': 'Programming'}
2025-08-05 10:06:46 | INFO     | src.components.game:submit_round:190 | Round 1 completed for kzks3 - Score: 3.00
2025-08-05 10:07:06 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks3, Action: prompt_selected, Details: ID: poor_creative, Category: Creative Writing
2025-08-05 10:07:16 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks3, Action: round_submitted, Details: Round 2
2025-08-05 10:07:16 | INFO     | src.components.game:submit_round:153 | Generating improved response for kzks3
2025-08-05 10:07:33 | INFO     | src.components.game:submit_round:157 | Evaluating prompt improvement for kzks3
2025-08-05 10:07:33 | INFO     | src.evaluators.ragas_wrapper:evaluate_prompt_improvement:187 | Starting prompt evaluation
2025-08-05 10:07:35 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: prompt_evaluated, Data: {'total_score': 3.0, 'breakdown': {'prompt_quality': 1.0, 'costar_usage': 2.0, 'creativity': 0.0, 'total': 3.0}}
2025-08-05 10:07:35 | INFO     | src.evaluators.ragas_wrapper:evaluate_prompt_improvement:244 | Evaluation completed - Total score: 3.00/10
2025-08-05 10:07:35 | INFO     | src.utils.logger:log_score_event:120 | Score event - Username: kzks3, Round: 2, Score: 3.00
2025-08-05 10:07:35 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: round_completed, Data: {'username': 'kzks3', 'round': 2, 'score': 3.0, 'category': 'Creative Writing'}
2025-08-05 10:07:35 | INFO     | src.components.game:submit_round:190 | Round 2 completed for kzks3 - Score: 3.00
2025-08-05 10:07:42 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks3, Action: prompt_selected, Details: ID: weak_marketing, Category: Marketing
2025-08-05 10:07:48 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks3, Action: round_submitted, Details: Round 3
2025-08-05 10:07:48 | INFO     | src.components.game:submit_round:153 | Generating improved response for kzks3
2025-08-05 10:07:50 | INFO     | src.components.game:submit_round:157 | Evaluating prompt improvement for kzks3
2025-08-05 10:07:50 | INFO     | src.evaluators.ragas_wrapper:evaluate_prompt_improvement:187 | Starting prompt evaluation
2025-08-05 10:07:55 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: prompt_evaluated, Data: {'total_score': 4.0, 'breakdown': {'prompt_quality': 2.0, 'costar_usage': 2.0, 'creativity': 0.0, 'total': 4.0}}
2025-08-05 10:07:55 | INFO     | src.evaluators.ragas_wrapper:evaluate_prompt_improvement:244 | Evaluation completed - Total score: 4.00/10
2025-08-05 10:07:55 | INFO     | src.utils.logger:log_score_event:120 | Score event - Username: kzks3, Round: 3, Score: 4.00
2025-08-05 10:07:55 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: round_completed, Data: {'username': 'kzks3', 'round': 3, 'score': 4.0, 'category': 'Marketing'}
2025-08-05 10:07:55 | INFO     | src.components.game:submit_round:190 | Round 3 completed for kzks3 - Score: 4.00
2025-08-05 10:07:55 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: player_score_added, Data: {'username': 'kzks3', 'final_score': 4.0, 'rounds_played': 3}
2025-08-05 10:07:55 | INFO     | src.database.leaderboard_db:add_player_score:116 | Added score for player: kzks3 (Score: 4.00)
2025-08-05 10:07:55 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks3, Action: session_ended, Details: Final score: 4.00, Rounds: 3
2025-08-05 10:07:55 | INFO     | src.components.session_manager:end_session:115 | Ended session for kzks3 - Final score: 4.00
2025-08-05 10:07:55 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: game_ended, Data: {'username': 'kzks3', 'final_score': 4.0, 'rank': 1}
2025-08-05 10:08:30 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: main, Action: session_started, Details: 
2025-08-05 10:08:30 | INFO     | src.components.session_manager:start_new_session:67 | Started new session for player: main
2025-08-05 10:08:30 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: main, Action: prompt_selected, Details: ID: vague_essay, Category: Academic Writing
2025-08-05 10:08:41 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: main, Action: round_submitted, Details: Round 1
2025-08-05 10:08:41 | INFO     | src.components.game:submit_round:153 | Generating improved response for main
2025-08-05 10:08:41 | INFO     | src.components.game:submit_round:157 | Evaluating prompt improvement for main
2025-08-05 10:08:41 | INFO     | src.evaluators.ragas_wrapper:evaluate_prompt_improvement:187 | Starting prompt evaluation
2025-08-05 10:08:45 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: prompt_evaluated, Data: {'total_score': 5.0, 'breakdown': {'prompt_quality': 2.0, 'costar_usage': 2.0, 'creativity': 1.0, 'total': 5.0}}
2025-08-05 10:08:45 | INFO     | src.evaluators.ragas_wrapper:evaluate_prompt_improvement:244 | Evaluation completed - Total score: 5.00/10
2025-08-05 10:08:45 | INFO     | src.utils.logger:log_score_event:120 | Score event - Username: main, Round: 1, Score: 5.00
2025-08-05 10:08:45 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: round_completed, Data: {'username': 'main', 'round': 1, 'score': 5.0, 'category': 'Academic Writing'}
2025-08-05 10:08:45 | INFO     | src.components.game:submit_round:190 | Round 1 completed for main - Score: 5.00
2025-08-05 10:09:47 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 10:09:47 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 10:09:47 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 10:09:47 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 10:09:47 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 10:10:26 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 10:10:26 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 10:10:26 | INFO     | src.evaluators.ragas_wrapper:__init__:94 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 10:10:26 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 10:10:26 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 10:10:31 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 10:10:31 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 10:10:31 | INFO     | src.evaluators.ragas_wrapper:__init__:96 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 10:10:31 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 10:10:31 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 10:10:34 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 10:10:34 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 10:10:34 | INFO     | src.evaluators.ragas_wrapper:__init__:98 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 10:10:34 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 10:10:34 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 10:10:47 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 10:10:47 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 10:10:47 | INFO     | src.evaluators.ragas_wrapper:__init__:98 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 10:10:47 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 10:10:47 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 10:10:48 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 10:10:48 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 10:10:48 | INFO     | src.evaluators.ragas_wrapper:__init__:98 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 10:10:48 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 10:10:48 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 10:11:19 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 10:11:19 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 10:11:19 | INFO     | src.evaluators.ragas_wrapper:__init__:97 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 10:11:19 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 10:11:19 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 10:11:30 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 10:11:30 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 10:11:30 | INFO     | src.evaluators.ragas_wrapper:__init__:97 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 10:11:30 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 10:11:30 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 10:11:48 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 10:11:48 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 10:11:48 | INFO     | src.evaluators.ragas_wrapper:__init__:97 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 10:11:48 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 10:11:48 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 10:13:05 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 10:13:05 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 10:13:05 | INFO     | src.evaluators.ragas_wrapper:__init__:102 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 10:13:05 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 10:13:05 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 10:13:22 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 10:13:22 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 10:13:22 | INFO     | src.evaluators.ragas_wrapper:__init__:107 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 10:13:22 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 10:13:22 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 10:13:28 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 10:13:28 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 10:13:28 | INFO     | src.evaluators.ragas_wrapper:__init__:109 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 10:13:28 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 10:13:28 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 10:13:47 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 10:13:47 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 10:13:47 | INFO     | src.evaluators.ragas_wrapper:__init__:109 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 10:13:47 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 10:13:47 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 10:14:09 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 10:14:09 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
